"county","state","GEOID","lon","lat","P_total","P_white","P_black","P_asian","P_native","P_hawaiian","P_others","P_below_middle_school","P_some_high_school","P_high_school_equivalent","P_some_college","P_bachelor_and_above","P_below_poverty","median_age","gini_index","median_household_income","median_rent_per_income","percent_no_internet"
"Orange County","NY","05000US36071",-74.3062522,41.4024096,379210,278706,38853,10686,1877,149,32984,7502,15919,71627,74219,70091,46300,37.2,0.4395,73025,32.2,16.8327101676517
"Oswego County","NY","05000US36075",-76.209258,43.4614428,118987,113860,1795,730,184,75,167,972,7435,30988,24513,14223,20266,40.1,0.4212,53562,32.1,13.1360204333117
"Putnam County","NY","05000US36079",-73.7438816,41.4279035,98900,85102,1490,2214,859,56,7046,2746,2290,17818,17031,30585,5685,43.8,0.4237,96992,31.7,4.59409700247397
"Queens County","NY","05000US36081",-73.8379293,40.6585571,2333054,905860,421307,592922,9509,1240,318657,135253,138116,463579,369631,522093,303895,38.3,0.4564,62207,33.2,15.8591476453068
"Rensselaer County","NY","05000US36083",-73.5138454,42.7104206,160070,137956,9755,4019,799,0,1866,2522,5690,29778,34629,36634,18023,39.5,0.4264,65965,27.6,13.0348955680082
"Richmond County","NY","05000US36085",-74.1370633,40.5638553,476015,352530,48920,40747,251,721,22464,12602,22067,100582,84304,107267,62239,39.7,0.458,77197,33.8,16.4831485978976
"Rockland County","NY","05000US36087",-74.0247721,41.1547851,326780,225848,40350,19686,592,49,33989,12081,14296,44460,50101,81219,47860,36.5,0.4643,85515,37.6,18.0843668456633
"St. Lawrence County","NY","05000US36089",-75.074311,44.4881125,110038,102840,2925,1489,437,11,472,883,6443,25470,20783,16887,16475,38.8,0.4378,51592,27.1,16.5097952024507
"Saratoga County","NY","05000US36091",-73.8553872,43.1061353,227053,211505,2719,6797,484,91,907,1857,6924,39007,45963,65271,12776,42,0.4455,76097,25.1,9.25477305956053
"Schenectady County","NY","05000US36093",-74.0435834,42.8175421,154553,119476,14509,6739,258,219,7110,2429,7426,34772,27632,32144,14771,40.1,0.4518,58331,31.2,11.5866174055829
"Steuben County","NY","05000US36101",-77.3855253,42.2667252,96940,91500,1835,1298,120,0,524,721,5018,24601,20770,15467,11689,42.3,0.4569,50575,25.5,16.5167195381975
"Suffolk County","NY","05000US36103",-72.6922184,40.943554,1492583,1195796,111177,58726,3361,833,93130,31760,53057,298638,278375,359095,106175,41.2,0.4433,92933,35.4,9.64367261143005
"Sullivan County","NY","05000US36105",-74.7646796,41.7201763,74801,NA,NA,NA,NA,NA,NA,1736,4974,15843,16922,11500,10852,43.8,0.4915,50652,30.6,16.7592185689745
"Tompkins County","NY","05000US36109",-76.4737116,42.4532811,104871,83423,4698,10625,268,0,1656,445,2604,13082,12885,31343,18347,30.6,0.475,56349,38.8,7.55513096091076
"Ulster County","NY","05000US36111",-74.265447,41.9472321,179225,152042,10859,3969,151,21,5275,3048,7130,38601,36063,42436,24059,44.1,0.461,62790,34.3,11.1862719259715
"Warren County","NY","05000US36113",-73.8381388,43.5551053,64567,NA,NA,NA,NA,NA,NA,510,2436,16120,13823,14334,7473,47.1,0.4397,58061,30.3,15.5646475503623
"Wayne County","NY","05000US36117",-77.0631637,43.4587577,90798,NA,NA,NA,NA,NA,NA,1355,4074,20999,22531,13885,8312,43.6,0.3927,59538,26.1,13.8201408150203
"Westchester County","NY","05000US36119",-73.745912,41.1527698,974542,628687,144510,57962,2745,192,107885,34299,39242,129113,135204,317447,94613,40.7,0.5395,89709,32.3,10.937244313533
"Allen County","OH","05000US39003",-84.1065456,40.771528,103742,NA,NA,NA,NA,NA,NA,643,7003,25853,23140,11378,14916,38.2,0.4683,47592,29.1,17.605422440098
"Ashtabula County","OH","05000US39007",-80.7456406,41.9066441,98231,NA,NA,NA,NA,NA,NA,1158,6422,29387,19749,9353,17613,43.4,0.4635,42965,31.6,22.1054534187151
"Athens County","OH","05000US39009",-82.0460078,39.3338481,66186,NA,NA,NA,NA,NA,NA,640,3574,13088,8906,9331,16283,27.9,0.4999,36193,30,17.076200993926
"Belmont County","OH","05000US39013",-80.9677268,40.0176819,68673,NA,NA,NA,NA,NA,NA,588,3639,19981,15876,9679,10051,44.5,0.4583,48220,26.6,24.0455212922173
"Butler County","OH","05000US39017",-84.5653972,39.4399154,377537,322458,30413,10086,536,98,3219,3758,17979,77595,67478,71670,45591,36.5,0.441,63273,27.5,11.1321496715557
"Clark County","OH","05000US39023",-83.783676,39.9170315,134786,117082,9921,393,289,53,808,654,9272,35795,29195,16491,20474,41.9,0.4374,46811,28.3,16.6458898584733
"Clermont County","OH","05000US39025",-84.149614,39.0520838,203022,NA,NA,NA,NA,NA,NA,2648,11791,43477,39486,39137,22135,39.7,0.4489,60661,27.8,13.7632338787295
"Columbiana County","OH","05000US39029",-80.7772307,40.7684619,103685,97992,2766,0,201,0,1185,1168,6630,32453,23781,9783,18398,44.2,0.4132,47864,25.7,19.1998842508862
"Cuyahoga County","OH","05000US39035",-81.7242168,41.760392,1249352,780502,367135,35357,2275,389,21144,12355,65203,252767,259575,271844,221528,40.2,0.5163,46601,29.9,19.2325326795857
"Delaware County","OH","05000US39041",-83.0074622,40.2789411,196463,173006,6944,11311,253,53,738,999,3494,25715,27274,70232,9934,38.1,0.4478,101693,24.9,5.24214116035385
"Erie County","OH","05000US39043",-82.5258973,41.5540061,75107,NA,NA,NA,NA,NA,NA,391,3588,20144,17534,11619,8844,46.2,0.4725,48949,28.6,16.1593116485236
"Fairfield County","OH","05000US39045",-82.6282761,39.7529346,152597,133473,11068,1560,407,0,1309,1094,5594,33519,33900,28214,14992,40.2,0.4207,65316,27.6,10.6304168015248
"Franklin County","OH","05000US39049",-83.008258,39.9694465,1264518,855234,280522,62789,2170,747,15363,16185,54211,214836,220243,329161,205259,34,0.4644,56055,27.6,11.2627552034868
"Geauga County","OH","05000US39055",-81.1735054,41.4993217,94060,NA,NA,NA,NA,NA,NA,887,1550,16813,16813,23217,4260,44.9,0.4212,76384,28,17.8411554379346
"Greene County","OH","05000US39057",-83.8948943,39.6874785,164765,141014,11672,4902,235,0,1707,1216,4664,27002,35309,40591,20151,38.6,0.4557,62018,26.4,9.92676973148902
"Hamilton County","OH","05000US39061",-84.5441868,39.1969272,809099,542878,208972,21398,800,85,11962,9642,34660,145662,150053,201314,125214,37,0.5009,53229,27.8,15.2533290464325
"Hancock County","OH","05000US39063",-83.6660335,41.0004711,75872,NA,NA,NA,NA,NA,NA,465,2109,18555,16879,13260,7457,38.2,0.4264,52810,25.4,12.4159909128199
"Jefferson County","OH","05000US39081",-80.7614097,40.399188,66704,NA,NA,NA,NA,NA,NA,578,4003,20785,13074,7764,9614,44.6,0.4539,44257,26,23.9256979718957
"Lake County","OH","05000US39085",-81.3926429,41.9241163,228614,208258,9011,3153,388,26,2414,2083,9488,52724,52391,47296,18962,43.7,0.4228,61870,25,11.5702050350376
"Licking County","OH","05000US39089",-82.4812506,40.0936093,172198,NA,NA,NA,NA,NA,NA,719,8017,39583,37301,28906,21237,40,0.4562,58685,27.7,13.7762726954752
"Lorain County","OH","05000US39093",-82.179722,41.4388045,306365,260616,26803,2735,578,174,4160,2994,18362,63625,71303,51544,36299,41.3,0.4665,54504,29.7,13.8388577343028
"Lucas County","OH","05000US39095",-83.4688665,41.6823213,432488,313144,82833,6710,816,233,10626,3614,23969,82241,102925,76367,83846,38,0.4933,44534,29.5,14.8487656547385
"Mahoning County","OH","05000US39099",-80.7703956,41.0108798,230008,183773,35050,2048,402,0,1527,2102,11681,61280,46477,41178,41781,43.5,0.4745,42295,28.3,17.6137652322728
"Marion County","OH","05000US39101",-83.1729272,40.5882082,65096,NA,NA,NA,NA,NA,NA,226,5225,21017,13564,5378,7109,41.8,0.4307,42826,31.2,23.6202914708927
"Medina County","OH","05000US39103",-81.8995658,41.1160512,177221,168281,2542,1651,524,0,996,745,4842,38245,38053,40838,11080,42.3,0.4221,72618,24.1,9.5691028136613
"Miami County","OH","05000US39109",-84.2284135,40.0533257,104679,NA,NA,NA,NA,NA,NA,1340,5397,26659,22779,15818,9827,41.7,0.3901,60170,25.1,12.9959092779513
"Montgomery County","OH","05000US39113",-84.2905455,39.7552177,531239,388711,110639,11335,640,374,3071,5431,27512,101173,132038,93625,94861,39.3,0.4824,46936,30.2,14.9871600091426
"Muskingum County","OH","05000US39119",-81.9435064,39.9660457,86068,NA,NA,NA,NA,NA,NA,1357,6274,24485,18375,7427,10853,40.1,0.424,43422,29.9,23.8491029880886
"Portage County","OH","05000US39133",-81.1969318,41.1686399,161921,147855,6943,2837,174,0,511,1019,5375,37568,28361,30776,22213,37.4,0.4712,49695,33.9,16.1874879938529
"Richland County","OH","05000US39139",-82.5427146,40.7741674,121107,104750,12153,821,253,85,630,710,8784,33975,25054,14961,17699,41.3,0.4246,44073,26.6,23.4820488469558
"Ross County","OH","05000US39141",-83.0595848,39.3237625,77000,NA,NA,NA,NA,NA,NA,710,5176,23946,15183,8774,14125,40.9,0.4579,46422,29,20.5886450714037
"Scioto County","OH","05000US39145",-82.9990277,38.8150188,76088,NA,NA,NA,NA,NA,NA,834,4837,22310,16365,7300,15073,39.7,0.4785,39210,31.3,25.2708667736758
"Stark County","OH","05000US39151",-81.3656673,40.8141314,373612,327583,27377,3682,218,0,2474,3676,16471,99899,74191,62887,47594,41.6,0.4306,50994,26.4,15.0030566164242
"Summit County","OH","05000US39153",-81.5349361,41.1218513,540300,427390,77916,17116,503,149,1385,6802,22042,119225,108420,118848,71951,41.1,0.4657,52036,28.4,17.3571795033348
"Trumbull County","OH","05000US39155",-80.7676557,41.3089364,201825,178222,17537,860,364,0,291,1687,9650,63967,36585,28141,36379,44.2,0.4613,45552,29.5,20.6307765824777
"Tuscarawas County","OH","05000US39157",-81.471157,40.4474411,92420,NA,NA,NA,NA,NA,NA,1475,4591,27681,15126,11863,12388,39.3,0.39,50440,24.5,21.1307481125601
"Warren County","OH","05000US39165",-84.1699063,39.4256516,227063,NA,NA,NA,NA,NA,NA,1264,8084,39305,36571,65314,10777,39,0.4504,80207,26.1,8.06150186884132
"Wayne County","OH","05000US39169",-81.8871942,40.8296612,116470,NA,NA,NA,NA,NA,NA,852,5149,30689,20550,15730,13883,38.7,0.4116,53434,26.7,16.4475356424891
"Wood County","OH","05000US39173",-83.6226821,41.3601834,130219,119109,3912,1938,510,234,1858,348,4275,22856,25074,27864,15181,34.8,0.4461,60166,26.7,12.1096163428002
"Canadian County","OK","05000US40017",-97.9798358,35.543416,136532,110859,3031,4298,5720,0,5825,1868,5094,26272,32066,23568,11644,35.8,0.3921,67177,27.6,15.0649937832033
"Cleveland County","OK","05000US40027",-97.3283318,35.2031167,278655,218891,12353,12864,11785,142,3154,1558,10788,40921,62470,58412,34173,34,0.4259,61288,27.8,10.0388194325512
"Comanche County","OK","05000US40031",-98.4765971,34.6626279,122136,76393,22659,2645,6613,225,2850,1104,7015,24924,26625,15609,16655,33.3,0.4348,51164,25.4,12.4877867212581
"Creek County","OK","05000US40037",-96.3797931,35.9077324,71312,56935,1349,249,8304,55,282,599,5005,20216,13638,7807,10936,40,0.4342,43609,27.4,20.6758126120508
"Muskogee County","OK","05000US40101",-95.3839106,35.6175506,69477,40817,7297,513,12438,103,1728,540,4641,16266,14042,9460,14280,37.9,0.4802,40860,31.1,21.8153846153846
"Oklahoma County","OK","05000US40109",-97.4094007,35.5546109,782970,539756,118634,24246,24989,1011,24272,20703,39331,129350,154044,159102,125913,34.5,0.481,51078,28.1,15.1395124546876
"Payne County","OK","05000US40119",-96.9752553,36.0792254,81131,NA,NA,NA,NA,NA,NA,649,2418,11188,13122,16090,20462,27.3,0.5589,35927,41.3,13.830446553805
"Pottawatomie County","OK","05000US40125",-96.957007,35.2113928,72290,54566,2607,578,10306,60,368,355,4952,17509,15994,8057,12639,37.7,0.4357,41716,27.5,21.5054605237406
"Rogers County","OK","05000US40131",-95.6013368,36.3780816,91766,68761,871,1044,10913,0,1171,701,3580,20763,21981,14149,7558,39.4,0.4135,62434,28.4,16.9235276882508
"Tulsa County","OK","05000US40143",-95.9417313,36.1201205,642940,445786,63930,21241,32602,279,26455,12916,26963,109245,135265,131420,101057,35.5,0.4845,51325,27.9,14.1134815874376
"Wagoner County","OK","05000US40145",-95.5141004,35.9634793,77679,58594,2716,951,6890,90,908,490,3919,17586,16697,13188,9540,39.1,0.3806,62041,25.2,10.5871540174626
"Benton County","OR","05000US41003",-123.4263169,44.4906234,89385,77080,984,5884,459,262,1185,377,1634,5657,16729,29171,17134,32.5,0.4911,55459,41.7,6.81179978577425
"Clackamas County","OR","05000US41005",-122.1951274,45.1604934,408062,357854,4548,16159,3639,626,8713,4545,11297,58999,106984,103803,35647,41.3,0.4488,74891,29.6,7.76919582008178
"Deschutes County","OR","05000US41017",-121.2255751,43.9151181,181307,167962,1089,1730,806,87,3582,816,8540,36923,41362,43093,19270,41.8,0.42,61870,30.3,11.1546125564817
"Douglas County","OR","05000US41019",-123.1543801,43.2859035,108457,100124,642,1026,1033,102,618,852,6552,24933,31953,13908,15885,47.2,0.4685,42889,29.4,15.4365785750148
"Jackson County","OR","05000US41029",-122.6757974,42.411782,216527,192932,1390,2803,2298,635,8039,4260,11143,38812,57243,40976,30792,43.1,0.4666,48563,34.5,11.2744250389071
"Josephine County","OR","05000US41033",-123.5972453,42.3853819,85904,NA,NA,NA,NA,NA,NA,544,6905,17524,26150,12454,14826,47.1,0.4616,36472,34.3,17.161883800333
"Klamath County","OR","05000US41035",-121.6461682,42.6837613,66443,57742,134,702,3131,216,1793,2145,3873,14567,16319,8395,12438,42.1,0.4348,45604,29.6,21.2830532266019
"Lane County","OR","05000US41039",-122.8976779,43.9282763,369519,324944,3663,9597,4162,928,6858,3970,16179,62062,96444,72815,68691,39.4,0.4588,47777,33,11.0390489601386
"Linn County","OR","05000US41043",-122.5437555,44.4948239,122849,110734,595,1299,1248,74,4511,1361,5032,23747,35992,18493,15167,39.4,0.4535,51310,29,15.8880908993461
"Marion County","OR","05000US41047",-122.5762602,44.9008984,336316,265422,4806,6959,2378,2402,23368,13462,14784,58814,79126,50042,43023,36.4,0.4143,56550,30.3,13.8671256218586
"Multnomah County","OR","05000US41051",-122.4171728,45.5476932,799766,630308,45410,56252,5658,4647,16182,18592,27562,94851,171252,261887,113489,36.8,0.4743,62629,31.7,9.6213132964715
"Polk County","OR","05000US41053",-123.3973288,44.9043946,81823,73654,358,1362,1905,369,1402,1443,3115,12616,19075,15523,9782,37.7,0.4222,52485,30.4,10.812194872145
"Umatilla County","OR","05000US41059",-118.7338795,45.5911997,76456,67399,573,266,1861,141,1998,2986,4459,14060,18499,7764,12240,35.4,0.4253,50171,28.1,18.1274131274131
"Washington County","OR","05000US41067",-123.0976146,45.5535419,582779,439014,10846,58739,2252,2262,33702,12498,17947,70767,121926,170980,52590,36.6,0.4209,75634,28.9,6.80806285660836
"Yamhill County","OR","05000US41071",-123.3161171,45.2481382,105035,91961,611,1804,1755,367,3317,1364,5514,19062,24713,18475,11150,38.2,0.4422,61596,27,14.1298280866265
"Adams County","PA","05000US42001",-77.2177296,39.8694707,102180,94434,1057,426,65,0,3626,1722,6042,29115,17486,15489,9338,44.2,0.3985,59300,29.1,17.2773770491803
"Allegheny County","PA","05000US42003",-79.9809196,40.4689204,1225365,982979,154858,43283,975,443,4933,8884,34875,241290,225945,366908,138887,40.6,0.4769,56140,27.2,14.3494323982968
"Armstrong County","PA","05000US42005",-79.4641277,40.8123792,66486,NA,NA,NA,NA,NA,NA,371,4451,23231,12443,7965,9309,46.5,0.4284,47398,28.8,23.7195939475196
"Beaver County","PA","05000US42007",-80.3507209,40.6841401,167429,151718,9238,551,91,194,779,1088,7335,44875,37106,31505,13561,44.9,0.4167,55221,24.1,19.678539768351
"Berks County","PA","05000US42011",-75.9268598,40.4139565,414812,343554,18603,5504,4478,0,14887,8449,21719,104558,67703,70120,54476,40.1,0.4386,59286,30.5,14.5503384263507
"Blair County","PA","05000US42013",-78.3106398,40.4979262,124650,NA,NA,NA,NA,NA,NA,839,5909,42849,22536,16344,15689,43.8,0.4395,43443,27.3,22.2973765492435
"Bucks County","PA","05000US42017",-75.10706,40.3368872,626399,551410,22210,30721,912,0,7193,6081,19560,131824,106286,178760,40818,43.7,0.454,79936,29.8,10.4700033315394
"Butler County","PA","05000US42019",-79.9189599,40.9138336,186847,179023,2329,2478,177,0,727,1044,4676,42321,35499,48338,11214,43.3,0.4364,66426,25.7,12.4496502013992
"Cambria County","PA","05000US42021",-78.7152843,40.4941269,134732,126107,3266,515,13,175,527,1150,5442,41827,25163,21300,20303,45.1,0.4288,44100,28.5,23.2234289460163
"Carbon County","PA","05000US42025",-75.7094276,40.9178325,63594,NA,NA,NA,NA,NA,NA,456,3805,21864,11999,8142,9152,46.2,0.4038,51676,24.3,17.0976679750635
"Centre County","PA","05000US42027",-77.8478296,40.9091603,161464,142112,5949,8766,115,80,437,975,2969,29060,17544,48006,25619,31.7,0.4812,60266,34.9,8.89566277651977
"Chester County","PA","05000US42029",-75.7497323,39.9739654,516312,440376,29721,25578,506,254,6783,6364,14195,76114,71295,178576,36998,40.3,0.4733,92407,28.7,9.71002414684702
"Clearfield County","PA","05000US42033",-78.473749,41.0002489,80596,NA,NA,NA,NA,NA,NA,1072,5761,29274,13430,8363,9887,44.8,0.4168,47352,26.4,24.2661986855236
"Columbia County","PA","05000US42037",-76.4042599,41.0455174,66420,NA,NA,NA,NA,NA,NA,413,3647,17759,11288,10010,7755,40.6,0.4383,49186,26.5,19.6449436508236
"Crawford County","PA","05000US42039",-80.1078113,41.6868399,86257,82613,1507,314,14,51,192,392,4260,27727,12691,13248,11286,42.7,0.444,45410,22.4,19.5965248122515
"Cumberland County","PA","05000US42041",-77.2634399,40.1647822,248506,218262,10293,10925,171,0,4149,1577,11027,54395,42258,62762,18153,40.2,0.4188,63530,25.6,13.2613047695705
"Dauphin County","PA","05000US42043",-76.7926343,40.4125646,273707,193791,52861,11959,918,0,7929,2983,12797,61179,48024,61600,29872,39.6,0.4449,60331,27.3,13.7174186589969
"Delaware County","PA","05000US42045",-75.3987862,39.9166704,563402,389846,120082,32804,1165,0,6352,5832,18346,118131,89724,146227,59097,39,0.4798,67950,30.3,11.7506871746886
"Erie County","PA","05000US42049",-80.0963858,42.1179519,276207,241733,20144,4980,613,201,1903,2864,10557,77664,43235,52826,41799,39.2,0.4442,48964,28.1,18.5050818103095
"Fayette County","PA","05000US42051",-79.6445856,39.9141154,132733,122730,5313,320,63,56,589,1096,9743,48650,20901,15813,22414,44.8,0.4533,43140,28.6,22.7143975252506
"Franklin County","PA","05000US42055",-77.7244853,39.9266863,153851,NA,NA,NA,NA,NA,NA,997,9281,45105,25800,23048,12115,41.8,0.426,60559,25.2,19.2306420683727
"Indiana County","PA","05000US42063",-79.0875451,40.6514319,86364,NA,NA,NA,NA,NA,NA,250,4163,24710,13368,12369,17239,39.7,0.4606,42962,34.5,24.9928132007129
"Lackawanna County","PA","05000US42069",-75.6095869,41.4402497,211321,193832,5870,5204,214,58,1246,3323,9262,55829,38757,40337,28922,41.7,0.4634,47475,27.6,21.1663167175156
"Lancaster County","PA","05000US42071",-76.250198,40.0419921,538500,481798,23427,10923,431,53,9219,7737,31564,132943,82824,90202,58032,38.2,0.4331,61335,28.3,15.4857296742494
"Lawrence County","PA","05000US42073",-80.3344455,40.9927352,87294,NA,NA,NA,NA,NA,NA,847,4291,26940,15194,14337,10867,45,0.4837,46918,28.3,22.6736566186107
"Lebanon County","PA","05000US42075",-76.4580089,40.3673441,138863,120894,3650,2078,129,0,9250,1101,7950,42667,21504,19393,12589,41.2,0.4073,57248,27.3,15.9767710146061
"Lehigh County","PA","05000US42077",-75.5906269,40.6142409,363147,286600,26645,11587,358,0,26967,6338,15573,84283,64008,72981,51444,39,0.4692,60498,31.5,14.2472287875631
"Luzerne County","PA","05000US42079",-75.9760345,41.1727868,316383,285321,13937,3756,452,77,7116,3344,16878,88057,61987,52090,44974,43.1,0.4641,46580,27.9,22.6196039252969
"Lycoming County","PA","05000US42081",-77.0552534,41.3436239,115248,NA,NA,NA,NA,NA,NA,589,5310,30222,25842,17082,16487,40.6,0.4148,49052,31.4,15.883580450302
"Mercer County","PA","05000US42085",-80.2527863,41.3000142,112913,NA,NA,NA,NA,NA,NA,960,5498,34099,20367,17607,17715,45.1,0.4262,49890,25.7,16.9121192198115
"Monroe County","PA","05000US42089",-75.3290369,41.0562332,166098,124741,23137,3492,257,191,8899,2353,7623,40561,32527,28986,18575,41.9,0.4177,60095,25.7,14.8121639550311
"Montgomery County","PA","05000US42091",-75.3702011,40.2099992,821725,654626,73076,60749,1230,295,9751,7024,22217,139353,127461,277024,49570,41.4,0.4623,84113,29,9.20540123604964
"Northampton County","PA","05000US42095",-75.3074468,40.7527913,302294,262942,15889,8454,459,0,4759,4279,12630,74744,55902,60921,24583,41.6,0.4176,66438,28.2,14.046170365068
"Northumberland County","PA","05000US42097",-76.709877,40.8515244,92541,87742,2471,432,127,0,665,1203,6542,34012,13107,11947,13035,44.7,0.4201,47736,23.5,26.2454722032653
"Philadelphia County","PA","05000US42101",-75.1333459,40.0093755,1567872,634111,661032,110733,5521,480,104892,42857,115831,336164,241777,302678,391653,34.1,0.5153,41449,32.2,21.9334545548556
"Schuylkill County","PA","05000US42107",-76.2178,40.7036899,143573,133893,4370,829,288,0,2261,1711,9375,49938,26971,16565,17316,44.4,0.4072,50684,28.7,22.8997919138764
"Somerset County","PA","05000US42111",-79.0284859,39.9812968,75061,NA,NA,NA,NA,NA,NA,1292,3944,26815,13219,8968,9368,45.7,0.43,43871,24.5,26.4037822467368
"Washington County","PA","05000US42125",-80.2521319,40.2000054,207981,194397,6242,1981,271,0,1153,2047,7571,58011,36170,43932,18836,44.6,0.4532,57998,27.2,14.4531203002996
"Westmoreland County","PA","05000US42129",-79.4666879,40.3110682,355458,336698,9544,3691,75,34,797,2414,10241,97854,74883,73462,33545,46.7,0.4325,56722,27,17.2668276690187
"York County","PA","05000US42133",-76.7284464,39.921839,443744,391834,25561,6918,943,231,7853,4262,22656,126295,75680,74615,43053,41.2,0.4015,62462,29.1,15.9284221679371
"Kent County","RI","05000US44003",-71.5763135,41.6777498,164614,151589,2738,3675,196,128,1900,1923,6602,35352,37410,39148,15376,43.5,0.4716,63101,29.2,12.0389094720061
"Newport County","RI","05000US44005",-71.284063,41.5027319,82784,NA,NA,NA,NA,NA,NA,659,1849,13102,16560,27231,5595,45.6,0.4561,73596,27.6,11.4858315753464
"Providence County","RI","05000US44007",-71.5782416,41.8704877,633673,460377,58806,26713,4643,572,57811,22819,31705,129921,111879,127085,93332,37.5,0.4775,52369,29.8,17.5710988936401
"Washington County","RI","05000US44009",-71.6176118,41.4011616,126288,NA,NA,NA,NA,NA,NA,626,3185,20409,21610,40283,12477,45.1,0.4609,77813,30.6,10.5761594663278
"Aiken County","SC","05000US45003",-81.6338704,33.5493166,167458,NA,NA,NA,NA,NA,NA,2839,11573,38262,34279,27598,29696,40.8,0.451,45945,28.3,18.9465326362152
"Anderson County","SC","05000US45007",-82.6380859,34.5195488,196569,156660,32543,1935,309,0,1944,3596,14755,45300,39308,28454,31011,40.4,0.4554,45090,27.3,21.9416162901686
"Beaufort County","SC","05000US45013",-80.6893201,32.3581474,183149,138177,33588,2367,659,106,4005,1269,4743,29958,39003,54567,16522,44.9,0.4731,65919,30.7,13.50468115174
"Berkeley County","SC","05000US45015",-79.9536554,33.2077,210898,141762,51487,5728,644,0,5460,3017,12603,38064,48211,35057,25606,36.4,0.4266,59153,28.4,15.3772506050371
"Charleston County","SC","05000US45019",-79.94248,32.8004582,396484,271106,109189,6001,626,0,2356,4438,20976,62118,73572,117081,58935,37.1,0.5249,56827,31.3,14.2951873294397
"Darlington County","SC","05000US45031",-79.9621155,34.3321854,67234,NA,NA,NA,NA,NA,NA,2230,6718,15283,12918,7957,13028,41.2,0.457,36841,27.7,28.8960037031322
"Dorchester County","SC","05000US45035",-80.4046966,33.0821859,153773,103108,37763,2803,1078,0,3173,2483,8136,26497,33614,29784,12032,36.3,0.4146,57637,30.5,12.4141421444581
"Florence County","SC","05000US45041",-79.7102329,34.0285346,138742,NA,NA,NA,NA,NA,NA,3608,10096,28824,28327,20909,24362,39,0.4606,46524,28.9,26.7407805869344
"Greenville County","SC","05000US45045",-82.3720772,34.8926452,498766,372089,91056,11379,1844,439,11693,8208,28320,77733,103316,115302,52236,38.1,0.4649,55342,29.1,16.0302622408317
"Greenwood County","SC","05000US45047",-82.1278759,34.1557959,70133,NA,NA,NA,NA,NA,NA,893,4751,13719,14492,10921,17166,37.8,0.4762,38200,31.1,28.3514328260633
"Horry County","SC","05000US45051",-78.9766749,33.9092694,322342,260680,44012,4425,1727,192,6660,4842,16264,75308,84171,53267,49075,45.3,0.4465,45621,32.1,12.2043293353085
"Lancaster County","SC","05000US45057",-80.7036885,34.6868182,89594,NA,NA,NA,NA,NA,NA,373,6082,20997,17446,16927,11154,42.6,0.4798,56216,28.2,18.3205638982531
"Laurens County","SC","05000US45059",-82.005657,34.483477,66777,47288,14837,981,128,471,1017,1386,5986,14229,15488,6333,11536,39.2,0.4245,44038,26.4,23.9750050393066
"Lexington County","SC","05000US45063",-81.2728531,33.8925535,286196,227447,41478,4965,627,111,3819,4893,12763,58443,57904,60145,34038,38.9,0.4392,57382,30.2,14.6314891144481
"Oconee County","SC","05000US45073",-83.0615216,34.7487585,76355,NA,NA,NA,NA,NA,NA,1140,5210,16345,16931,13332,11691,44.7,0.4735,43743,31.4,23.1697250619087
"Orangeburg County","SC","05000US45075",-80.8029131,33.436135,87903,NA,NA,NA,NA,NA,NA,1404,5864,18633,20928,10586,17341,39.4,0.5016,32450,33.3,28.2071212891267
"Pickens County","SC","05000US45077",-82.7253677,34.8873615,122863,NA,NA,NA,NA,NA,NA,2309,8432,20668,23150,21278,17108,36.3,0.4761,45779,27.7,18.8339005982707
"Richland County","SC","05000US45079",-80.8965664,34.0297833,409549,186850,190887,10198,695,545,8467,5603,15745,56513,75631,99193,63266,33.4,0.4669,52030,29.6,15.5141612768621
"Spartanburg County","SC","05000US45083",-81.991053,34.9332392,301463,221226,61262,6514,197,30,4830,6293,20187,63418,63411,44975,47158,38.1,0.4635,47371,27,18.8484351726995
"Sumter County","SC","05000US45085",-80.3824721,33.9160459,107396,NA,NA,NA,NA,NA,NA,1718,6834,22046,24260,13588,22220,36.1,0.4923,40614,31.6,23.0338569946186
"York County","SC","05000US45091",-81.1831885,34.9701904,258526,191332,48293,4854,2027,115,5796,3279,11294,44709,58358,51750,27864,38.7,0.4416,60767,27,10.9183923039296
"Minnehaha County","SD","05000US46099",-96.7957261,43.6674723,187318,161240,9385,4477,3948,67,2887,2499,5856,31106,40397,40891,18693,34.9,0.4301,60038,26.6,10.5246043789291
"Pennington County","SD","05000US46103",-102.8238015,44.0023492,109372,90775,1426,1444,10308,14,254,996,4693,19493,26098,22448,17125,38.3,0.4707,50950,30.2,12.0425551727349
"Anderson County","TN","05000US47001",-84.1954177,36.1167307,75936,NA,NA,NA,NA,NA,NA,1083,3810,17399,17801,12554,9652,43.4,0.447,46055,25.5,15.2391938222948
"Blount County","TN","05000US47009",-83.9229731,35.6881849,128670,NA,NA,NA,NA,NA,NA,1306,7035,31089,29563,21046,13234,43.7,0.4504,51183,24.3,21.3943469157674
"Bradley County","TN","05000US47011",-84.8594137,35.1539144,104490,NA,NA,NA,NA,NA,NA,1328,6209,24916,20232,16509,13560,39.2,0.4289,44853,24.7,23.448784082535
"Davidson County","TN","05000US47037",-86.7847898,36.1691287,684410,442201,187329,25891,1398,605,10795,13024,38684,104703,119452,186581,98479,34.2,0.4806,54855,28.5,12.9380388485177
